Band,Song,Url
Arthur Fiedler,Deep Purple,/lyric/6403679/Arthur+Fiedler/Deep+Purple
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,"Stairway to the Stars, song (from ""Park Avenue Fantasy"")",/lyric/6403670/Arthur+Fiedler/Stairway+to+the+Stars%2C+song+%28from+%22Park+Avenue+Fantasy%22%29
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,When You Wish Upon a Star (for Disney's Pinocchio),/lyric/6403672/Arthur+Fiedler/When+You+Wish+Upon+a+Star+%28for+Disney%27s+Pinocchio%29
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,And I Love Her,/lyric/4447277/Arthur+Fiedler/And+I+Love+Her
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,"Embraceable You, song (from Girl Crazy, musical)",/lyric/4447269/Arthur+Fiedler/Embraceable+You%2C+song+%28from+Girl+Crazy%2C+musical%29
Arthur Fiedler,Peter Nero,artist/Peter-Nero/1906
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,"Laura, film score",/lyric/4447274/Arthur+Fiedler/Laura%2C+film+score
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Love Is a Many-Splendored Thing (for the film),/lyric/4447267/Arthur+Fiedler/Love+Is+a+Many-Splendored+Thing+%28for+the+film%29
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,"Love Is Here to Stay, song (from The Goldwyn Follies, film)",/lyric/4447278/Arthur+Fiedler/Love+Is+Here+to+Stay%2C+song+%28from+The+Goldwyn+Follies%2C+film%29
Arthur Fiedler,Peter Nero,artist/Peter-Nero/1906
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Stardust,/lyric/4447276/Arthur+Fiedler/Stardust
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,You Are the Sunshine of My Life,/lyric/4447280/Arthur+Fiedler/You+Are+the+Sunshine+of+My+Life
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Blue Moon,/lyric/4984604/Arthur+Fiedler/Blue+Moon
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,It Might as Well Be Spring,/lyric/4984601/Arthur+Fiedler/It+Might+as+Well+Be+Spring
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,"The Look of Love, song (for the film Casino Royale)",/lyric/7709925/Arthur+Fiedler/The+Look+of+Love%2C+song+%28for+the+film+Casino+Royale%29
Arthur Fiedler,Theme,/lyric/7709933/Arthur+Fiedler/Theme
Arthur Fiedler,This Guy's in Love With You,/lyric/7709927/Arthur+Fiedler/This+Guy%27s+in+Love+With+You
Arthur Fiedler,Overture,/lyric/9798601/Arthur+Fiedler/Overture
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,One Alone [From the DeSert Song],/lyric/12323006/Arthur+Fiedler/One+Alone+%5BFrom+the+DeSert+Song%5D
Arthur Fiedler,Kathryn Grayson,artist/Kathryn-Grayson/24365
Arthur Fiedler,Romance [From the DeSert Song],/lyric/12323004/Arthur+Fiedler/Romance+%5BFrom+the+DeSert+Song%5D
Arthur Fiedler,Kathryn Grayson,artist/Kathryn-Grayson/24365
Arthur Fiedler,Alabama Jubilee,/lyric/28908131/Chet+Atkins/Alabama+Jubilee
Arthur Fiedler,Chet Atkins,artist/Chet-Atkins/1510
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,San Antonio Rose,/lyric/28908118/Arthur+Fiedler/San+Antonio+Rose
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fielder,I Want to Hold Your Hand,/lyric/2170821/Arthur+Fiedler/I+Want+to+Hold+Your+Hand
Arthur Fielder,Arthur Fiedler,artist/Arthur-Fiedler/1895
Arthur Fielder,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fielder & The Boston Pops,Laura,/lyric/13441294/Arthur+Fielder+%26+The+Boston+Pops/Laura
Arthur Fielder & The Boston Pops,Stardust,/lyric/13441292/Arthur+Fielder+%26+The+Boston+Pops/Stardust
Arthur Fielder & The Boston Pops,Star Dust,/lyric/8218190/Arthur+Fielder+%26+The+Boston+Pops/Star+Dust
Arthur Fielder & The Boston Pops,The Little Drummer Boy,/lyric/3147576/Arthur+Fielder+%26+The+Boston+Pops/The+Little+Drummer+Boy
Arthur Fielder & The Boston Pops,Santa Claus Is Coming to Town,/lyric/3147587/Arthur+Fielder+%26+The+Boston+Pops/Santa+Claus+Is+Coming+to+Town
Arthur Fielder & The Boston Pops,Sleigh Ride,/lyric/3147573/Arthur+Fielder+%26+The+Boston+Pops/Sleigh+Ride
Arthur Fielder & The Boston Pops,I Want to Hold Your Hand,/lyric/2519771/Arthur+Fielder+%26+The+Boston+Pops/I+Want+to+Hold+Your+Hand
Arthur Foxall,September Song,/lyric/10729870/Arthur+Foxall/September+Song
Arthur Freed,Singin' in the Rain [Radio Broadcast][*],/lyric/1617571/Arthur+Freed/Singin%27+in+the+Rain+%5BRadio+Broadcast%5D%5B%2A%5D
Arthur Freed,MGM Studio Orchestra,artist/MGM-Studio-Orchestra/145861
Arthur Freed,Radio broadcast on 02/25/1941,/lyric/5818370/Arthur+Freed/Radio+broadcast+on+02-25-1941
Arthur Freed,MGM Studio Orchestra,artist/MGM-Studio-Orchestra/145861
Arthur Freed,Gene Buck,artist/Gene-Buck/326593
Arthur French,Do Do Do,/lyric/2909841/Gertrude+Lawrence/Do+Do+Do
Arthur French,Gertrude Lawrence,artist/Gertrude-Lawrence/24501
Arthur Gleghorn,Have Yourself a Merry Little Christmas,/lyric/4060568/Dave+Pell/Have+Yourself+a+Merry+Little+Christmas
Arthur Gleghorn,Dave Pell,artist/Dave-Pell/7308
Arthur Gleghorn,André Previn,artist/André-Previn/7367
Arthur Gleghorn,Betty Bennett,artist/Betty-Bennett/8064
Arthur Gleghorn,Gus Bivona,artist/Gus-Bivona/8094
Arthur Gleghorn,Lurlean Hunter,artist/Lurlean-Hunter/10812
Arthur Gleghorn,John Cave,artist/John-Cave/63365
Arthur Gleghorn,Harry Klee,artist/Harry-Klee/94386
Arthur Gleghorn,Philip Memoli,artist/Philip-Memoli/257094
Arthur Gleghorn,Katherine Johnk,artist/Katherine-Johnk/564641
Arthur Gleghorn,Nobody Else But Me,/lyric/4060558/Dave+Pell/Nobody+Else+But+Me
Arthur Gleghorn,Dave Pell,artist/Dave-Pell/7308
Arthur Gleghorn,André Previn,artist/André-Previn/7367
Arthur Gleghorn,Betty Bennett,artist/Betty-Bennett/8064
Arthur Gleghorn,Gus Bivona,artist/Gus-Bivona/8094
Arthur Gleghorn,Lurlean Hunter,artist/Lurlean-Hunter/10812
Arthur Gleghorn,John Cave,artist/John-Cave/63365
Arthur Gleghorn,Harry Klee,artist/Harry-Klee/94386
Arthur Gleghorn,Philip Memoli,artist/Philip-Memoli/257094
Arthur Gleghorn,Katherine Johnk,artist/Katherine-Johnk/564641
Arthur Godfrey,Too Fat Polka,/lyric/186997/Arthur+Godfrey/Too+Fat+Polka
Arthur Godfrey,"Go to Sleep, Go to Sleep, Go to Sleep",/lyric/2755530/Mary+Martin/Go+to+Sleep%2C+Go+to+Sleep%2C+Go+to+Sleep
Arthur Godfrey,Mary Martin,artist/Mary-Martin/14878
Arthur Godfrey,Too Fat Polka (She's Too Fat for Me),/lyric/2547033/Arthur+Godfrey/Too+Fat+Polka+%28She%27s+Too+Fat+for+Me%29
Arthur Godfrey,Exactly Like You,/lyric/4221581/Davis%2C+Jeanette/Exactly+Like+You
Arthur Godfrey,"Davis, Jeanette","artist/Davis,-Jeanette/0"
Arthur Godfrey,Gone Fishin',/lyric/4221574/Arthur+Godfrey/Gone+Fishin%27
Arthur Godfrey,Cherry Sisters,artist/Cherry-Sisters/64102
Arthur Godfrey,Love Is the Reason,/lyric/4221578/The+Chordettes/Love+Is+the+Reason
Arthur Godfrey,The Chordettes,artist/The-Chordettes/12556
Arthur Godfrey,The Mariners,artist/The-Mariners/425085
Arthur Godfrey,Adeste Fideles (O Come All Ye Faithful),/lyric/19135361/Arthur+Godfrey/Adeste+Fideles+%28O+Come+All+Ye+Faithful%29
Arthur Godfrey,Love Is the Reason [*],/lyric/5465861/The+Chordettes/Love+Is+the+Reason+%5B%2A%5D
Arthur Godfrey,The Chordettes,artist/The-Chordettes/12556
Arthur Godfrey,The Mariners,artist/The-Mariners/425085
Arthur Godfrey,For Me and My Gal,/lyric/6492307/Bleyer%2C+Archie+%26+His+Orchestra/For+Me+and+My+Gal
Arthur Godfrey,"Bleyer, Archie & His Orchestra","artist/Bleyer,-Archie-&-His-Orchestra/0"
Arthur Godfrey,I'm a Ding Dong Daddy from Dumas,/lyric/6492308/Bleyer%2C+Archie+%26+His+Orchestra/I%27m+a+Ding+Dong+Daddy+from+Dumas
Arthur Godfrey,"Bleyer, Archie & His Orchestra","artist/Bleyer,-Archie-&-His-Orchestra/0"
Arthur Godfrey,Penthouse Serenade (When We're Alone),/lyric/6387692/Arthur+Godfrey/Penthouse+Serenade+%28When+We%27re+Alone%29
Arthur Godfrey,Frank Parker,artist/Frank-Parker/479626
Arthur Godfrey,Simple Man,/lyric/8274792/Arthur+Godfrey/Simple+Man
Arthur Greenslade,I Can't Wait Until I See My Baby's Face [*],/lyric/2921173/Dusty+Springfield/I+Can%27t+Wait+Until+I+See+My+Baby%27s+Face+%5B%2A%5D
Arthur Greenslade,Dusty Springfield,artist/Dusty-Springfield/5503
Arthur Greenslade,Dont' It Make My Brown Eyes Blue,/lyric/8967666/Arthur+Greenslade/Dont%27+It+Make+My+Brown+Eyes+Blue
Arthur Greenslade,Lucille,/lyric/8967670/Arthur+Greenslade/Lucille
Arthur Greenslade,Stand by Your Man,/lyric/8967663/Arthur+Greenslade/Stand+by+Your+Man
Arthur Greenslade,When You're in Love with a Beautiful Woman,/lyric/8967668/Arthur+Greenslade/When+You%27re+in+Love+with+a+Beautiful+Woman
Arthur Greenslade & His Orchestra,"In the Heat of the Morning [BBC ""Top Gear"" 18/12/67 Mono]",/lyric/26960739/David+Bowie/In+the+Heat+of+the+Morning+%5BBBC+%22Top+Gear%22+18-12-67+Mono%5D
Arthur Greenslade & His Orchestra,David Bowie,artist/David-Bowie/3753
Arthur Greenslade & His Orchestra,"When I Live My Dream [BBC ""Top Gear"" 18/12/67 Mono]",/lyric/26960742/David+Bowie/When+I+Live+My+Dream+%5BBBC+%22Top+Gear%22+18-12-67+Mono%5D
Arthur Greenslade & His Orchestra,David Bowie,artist/David-Bowie/3753
Arthur Greenslade & His Orchestra,"In the Heat of the Morning [BBC ""Top Gear"" 18/12/67 Mono] [#]",/lyric/18981381/David+Bowie/In+the+Heat+of+the+Morning+%5BBBC+%22Top+Gear%22+18-12-67+Mono%5D+%5B%23%5D
Arthur Greenslade & His Orchestra,David Bowie,artist/David-Bowie/3753
Arthur Greenslade & His Orchestra,"Silly Boy Blue [BBC ""Top Gear"" 18/12/67 Mono] [#]",/lyric/18981382/David+Bowie/Silly+Boy+Blue+%5BBBC+%22Top+Gear%22+18-12-67+Mono%5D+%5B%23%5D
Arthur Greenslade & His Orchestra,David Bowie,artist/David-Bowie/3753
Arthur Greenslade & His Orchestra,"When I Live My Dream [BBC ""Top Gear"" 18/12/67 Mono] [#]",/lyric/18981384/David+Bowie/When+I+Live+My+Dream+%5BBBC+%22Top+Gear%22+18-12-67+Mono%5D+%5B%23%5D
Arthur Greenslade & His Orchestra,David Bowie,artist/David-Bowie/3753
Arthur H,Tailler la zone,/lyric/35119164/Arthur+H/Tailler+la+zone
Arthur H,Sur la Place,/lyric/3015729/Arthur+H/Sur+la+Place
Arthur H,Haka Dada,/lyric/7695393/Arthur+H/Haka+Dada
Arthur H,Inséparables Mais,/lyric/7695391/Arthur+H/Ins%C3%A9parables+Mais
Arthur H,L' Alcool,/lyric/6241013/Arthur+H/L%27+Alcool
Arthur H,Alabama Song,/lyric/10195397/Arthur+H/Alabama+Song
Arthur H,When the Saints Go Marchin' In,/lyric/13496654/Dionysos/When+the+Saints+Go+Marchin%27+In
Arthur H,Dionysos,artist/Dionysos/168387
Arthur H,Requiem,/lyric/33302468/Marc+Lavoine/Requiem
Arthur H,Marc Lavoine,artist/Marc-Lavoine/141628
Arthur H,Rêve d'une Vie,/lyric/33302460/Arthur+H/R%C3%AAve+d%27une+Vie
Arthur H,Cœur de Pirate,artist/Cœur-de-Pirate/1090061
Arthur H,Tragédie Musicale,/lyric/33302456/Arthur+H/Trag%C3%A9die+Musicale
Arthur H,Vivre ou ne pas Vivre,/lyric/32986565/Marc+Lavoine/Vivre+ou+ne+pas+Vivre
Arthur H,Marc Lavoine,artist/Marc-Lavoine/141628
Arthur H,Cœur de Pirate,artist/Cœur-de-Pirate/1090061
Arthur Hall,"Five Foot Two, Eyes of Blue (Has Anybody Seen My Girl)",/lyric/1585458/California+Ramblers/Five+Foot+Two%2C+Eyes+of+Blue+%28Has+Anybody+Seen+My+Girl%29
Arthur Hall,California Ramblers,artist/California-Ramblers/10263
Arthur Hall,John Ryan,artist/John-Ryan/561542
Arthur Hamilton,Cry Me a River,/lyric/4507956/Julie+London/Cry+Me+a+River
Arthur Hamilton,Julie London,artist/Julie-London/3118
Arthur Hanlon,Corazón Partío,/lyric/6685099/Arthur+Hanlon/Coraz%C3%B3n+Part%C3%ADo
Arthur Hanlon,Quítame Ese Hombre,/lyric/6685101/Arthur+Hanlon/Qu%C3%ADtame+Ese+Hombre
Arthur Hanlon,Prendo Te,/lyric/16345237/Laura+Pausini/Prendo+Te
Arthur Hanlon,Laura Pausini,artist/Laura-Pausini/141561
Arthur Hanlon,Desnuda,/lyric/25687185/Ednita+Nazario/Desnuda
Arthur Hanlon,Ednita Nazario,artist/Ednita-Nazario/29322
Arthur Hanlon,El  Ratón,/lyric/27720682/Cheo+Feliciano/El++Rat%C3%B3n
Arthur Hanlon,Cheo Feliciano,artist/Cheo-Feliciano/29108
Arthur Hanlon,Bernie Williams,artist/Bernie-Williams/562196
Arthur Hanlon,Aura,/lyric/35390116/Arthur+Hanlon/Aura
Arthur Hanlon,Ozuna,artist/Ozuna/3228162
Arthur Harris,My Country 'Tis of Thee,/lyric/6283321/Mormon+Tabernacle+Choir/My+Country+%27Tis+of+Thee
Arthur Harris,Mormon Tabernacle Choir,artist/Mormon-Tabernacle-Choir/27540
Arthur Henderson,Me and Mrs. Jones,/lyric/10729944/Arthur+Henderson/Me+and+Mrs.+Jones
Arthur Hovey,When I Grow Too Old to Dream,/lyric/4211835/Finks%2C+Marks/When+I+Grow+Too+Old+to+Dream
Arthur Hovey,"Finks, Marks","artist/Finks,-Marks/0"
Arthur Hovey,Peter Ecklund,artist/Peter-Ecklund/73203
Arthur Hovey,Kathy Finks,artist/Kathy-Finks/462296
Arthur Hovey,Julie Hovey,artist/Julie-Hovey/462516
Arthur Hovey,Tommy Sancton,artist/Tommy-Sancton/463114
Arthur Hovey,Howard Vidal,artist/Howard-Vidal/463350
Arthur Johnston,My Old Flame,/lyric/6145802/Arthur+Johnston/My+Old+Flame
Arthur Johnston,Sam Coslow,artist/Sam-Coslow/305971
Arthur Johnston,Clap Yo' Hands [From Oh! Kay!],/lyric/2358978/Jack+Smith/Clap+Yo%27+Hands+%5BFrom+Oh%21+Kay%21%5D
Arthur Johnston,Jack Smith,artist/Jack-Smith/126347
Arthur Johnston,Whispering Jack Smith,artist/Whispering-Jack-Smith/192524
Arthur Kay,I Love You,/lyric/25923922/Arthur+Kay/I+Love+You
Arthur Kay,Helena Bliss,artist/Helena-Bliss/814993
Arthur Kleiner,"What Now, What Next",/lyric/17960240/Arthur+Kleiner/What+Now%2C+What+Next
Arthur Lee,7 & 7 Is,/lyric/15380201/Arthur+Lee/7+%26+7+Is
Arthur Lee,Gather Round,/lyric/83666/Love/Gather+Round
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Stand Out [Live],/lyric/83667/Love/Stand+Out+%5BLive%5D
Arthur Lee,Love,artist/Love/4792
Arthur Lee,You Are Something,/lyric/83661/Love/You+Are+Something
Arthur Lee,Love,artist/Love/4792
Arthur Lee,And More Again,/lyric/4505000/Shack/And+More+Again
Arthur Lee,Shack,artist/Shack/0
Arthur Lee,Daily Planet,/lyric/4504998/Shack/Daily+Planet
Arthur Lee,Shack,artist/Shack/0
Arthur Lee,A House Is Not a Motel,/lyric/4505001/Shack/A+House+Is+Not+a+Motel
Arthur Lee,Shack,artist/Shack/0
Arthur Lee,My Little Red Book,/lyric/4505005/Shack/My+Little+Red+Book
Arthur Lee,Shack,artist/Shack/0
Arthur Lee,Orange Skies,/lyric/4505006/Shack/Orange+Skies
Arthur Lee,Shack,artist/Shack/0
Arthur Lee,Seven & Seven Is,/lyric/4281026/Love/Seven+%26+Seven+Is
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Seventeen,/lyric/6564203/Love/Seventeen
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Andmoreagain,/lyric/8425393/Love/Andmoreagain
Arthur Lee,Love,artist/Love/4792
Arthur Lee,August [*],/lyric/8425407/Love/August+%5B%2A%5D
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Bummer in the Summer,/lyric/8425400/Love/Bummer+in+the+Summer
Arthur Lee,Love,artist/Love/4792
Arthur Lee,The Good Humor Man He Sees Everything Like This,/lyric/8425399/Love/The+Good+Humor+Man+He+Sees+Everything+Like+This
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Live and Let Live,/lyric/8425398/Love/Live+and+Let+Live
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Maybe the People Would Be the Times or Between Clark and Hilldale,/lyric/8425397/Love/Maybe+the+People+Would+Be+the+Times+or+Between+Clark+and+Hilldale
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Old Man,/lyric/8425395/Love/Old+Man
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Orange Skies [*],/lyric/8425404/Love/Orange+Skies+%5B%2A%5D
Arthur Lee,Love,artist/Love/4792
Arthur Lee,The Red Telephone,/lyric/8425396/Love/The+Red+Telephone
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Seven & Seven Is [*],/lyric/8648833/Love/Seven+%26+Seven+Is+%5B%2A%5D
Arthur Lee,Love,artist/Love/4792
Arthur Lee,She Comes in Colors [*],/lyric/8425405/Love/She+Comes+in+Colors+%5B%2A%5D
Arthur Lee,Love,artist/Love/4792
Arthur Lee,You Set the Scene,/lyric/8425401/Love/You+Set+the+Scene
Arthur Lee,Love,artist/Love/4792
Arthur Lee,Your Mind and We Belong Together [*],/lyric/8425403/Love/Your+Mind+and+We+Belong+Together+%5B%2A%5D
Arthur Lee,Love,artist/Love/4792
Arthur Lee,7 & 7 Is,/lyric/32430940/Arthur+Lee+%26+Love/7+%26+7+Is
Arthur Lee,Always See Your Face,/lyric/32430955/Arthur+Lee+%26+Love/Always+See+Your+Face
Arthur Lee,Andmoreagain,/lyric/32430936/Arthur+Lee+%26+Love/Andmoreagain
Arthur Lee,August,/lyric/32430966/Arthur+Lee+%26+Love/August
Arthur Lee,Bummer in the Summer,/lyric/32430967/Arthur+Lee+%26+Love/Bummer+in+the+Summer
Arthur Lee,The Daily Planet,/lyric/32430935/Arthur+Lee+%26+Love/The+Daily+Planet
Arthur Lee,Gather Round,/lyric/32430964/Arthur+Lee+%26+Love/Gather+Round
Arthur Lee,"Good Humor Man, He Sees Everything Like This",/lyric/32430933/Arthur+Lee+%26+Love/Good+Humor+Man%2C+He+Sees+Everything+Like+This
Arthur Lee,A  House Is Not a Motel,/lyric/32430946/Arthur+Lee+%26+Love/A++House+Is+Not+a+Motel
Arthur Lee,Live and Let Live,/lyric/32430932/Arthur+Lee+%26+Love/Live+and+Let+Live
Arthur Lee,Maybe the People Would Be the Times or Between Clark and Hilldale,/lyric/32430938/Arthur+Lee+%26+Love/Maybe+the+People+Would+Be+the+Times+or+Between+Clark+and+Hilldale
Arthur Lee,My Little Red Book,/lyric/32430965/Arthur+Lee+%26+Love/My+Little+Red+Book
Arthur Lee,Old Man,/lyric/32430934/Arthur+Lee+%26+Love/Old+Man
Arthur Lee,Orange Skies,/lyric/32430941/Arthur+Lee+%26+Love/Orange+Skies
Arthur Lee,The Red Telephone,/lyric/32430937/Arthur+Lee+%26+Love/The+Red+Telephone
Arthur Lee,She Comes in Colors,/lyric/32430945/Arthur+Lee+%26+Love/She+Comes+in+Colors
Arthur Lee,You Set the Scene,/lyric/32430927/Arthur+Lee+%26+Love/You+Set+the+Scene
Arthur Lee,Your Mind and We Belong Together,/lyric/32339346/Arthur+Lee+%26+Love/Your+Mind+and+We+Belong+Together
Arthur Louis,Knockin' on Heaven's Door,/lyric/776115/Arthur+Louis/Knockin%27+on+Heaven%27s+Door
Arthur Louis,Knocking on Heaven's Door,/lyric/9376272/Arthur+Louis/Knocking+on+Heaven%27s+Door
Arthur Loves Plastic,Touch,/lyric/10730024/Arthur+Loves+Plastic/Touch
Arthur Lyman,Scarlet Ribbons,/lyric/5520994/Arthur+Lyman/Scarlet+Ribbons
Arthur Lyman,Caravan,/lyric/1514566/Arthur+Lyman/Caravan
Arthur Lyman,Misirlou,/lyric/1514562/Arthur+Lyman/Misirlou
Arthur Lyman,Harbor Lights,/lyric/24279856/Arthur+Lyman/Harbor+Lights
Arthur Lyman,Body and Soul,/lyric/4403308/Arthur+Lyman/Body+and+Soul
Arthur Lyman,How High the Moon,/lyric/4403305/Arthur+Lyman/How+High+the+Moon
Arthur Lyman,Lullaby of Birdland,/lyric/4403312/Arthur+Lyman/Lullaby+of+Birdland
Arthur Lyman,On the Street Where You Live,/lyric/4403302/Arthur+Lyman/On+the+Street+Where+You+Live
Arthur Lyman,Autumn Leaves,/lyric/2202151/Arthur+Lyman/Autumn+Leaves
Arthur Lyman,September Song,/lyric/2202158/Arthur+Lyman/September+Song
Arthur Lyman,Sweet and Lovely,/lyric/2202153/Arthur+Lyman/Sweet+and+Lovely
Arthur Lyman,Never on Sunday,/lyric/5520966/Arthur+Lyman/Never+on+Sunday
Arthur Lyman,Dear Heart,/lyric/23887452/Arthur+Lyman/Dear+Heart
Arthur Lyman,Ode to Billy Joe,/lyric/23887124/Arthur+Lyman/Ode+to+Billy+Joe
Arthur Lyman,Kuu Ipo Ika Hee,/lyric/23883762/Arthur+Lyman/Kuu+Ipo+Ika+Hee
Arthur Lyman,Sunny,/lyric/23883770/Arthur+Lyman/Sunny
Arthur Lyman,"The Sound of Silence From ""The Graduate""",/lyric/24426007/Arthur+Lyman/The+Sound+of+Silence+From+%22The+Graduate%22
Arthur Lyman,Yellow Bird,/lyric/427028/Arthur+Lyman/Yellow+Bird
Arthur Lyman,Now Is the Hour (Maori Farwell Song),/lyric/3212064/Arthur+Lyman/Now+Is+the+Hour+%28Maori+Farwell+Song%29
Arthur Lyman,Shangri-La,/lyric/3212063/Arthur+Lyman/Shangri-La
Arthur Lyman,Good Morning Starshine,/lyric/1565924/Arthur+Lyman/Good+Morning+Starshine
Arthur Lyman,Hey Jude,/lyric/1565068/Arthur+Lyman/Hey+Jude
Arthur Lyman,The Shadow of Your Smile,/lyric/1565069/Arthur+Lyman/The+Shadow+of+Your+Smile
Arthur Lyman,The Christmas Song,/lyric/1228338/Arthur+Lyman/The+Christmas+Song
Arthur Lyman,The Little Drummer Boy,/lyric/1228333/Arthur+Lyman/The+Little+Drummer+Boy
Arthur Lyman,Sleigh Ride,/lyric/1228337/Arthur+Lyman/Sleigh+Ride
Arthur Lyman,Loving Him Was Easier,/lyric/7715531/Arthur+Lyman/Loving+Him+Was+Easier
Arthur Lyman,My Eyes Adored You,/lyric/951159/Arthur+Lyman/My+Eyes+Adored+You
Arthur Lyman,"Hi-Lili, Hi-Lo",/lyric/2018851/Arthur+Lyman/Hi-Lili%2C+Hi-Lo
Arthur Lyman,Hawaiian War Chant,/lyric/5436288/Arthur+Lyman/Hawaiian+War+Chant
Arthur Lyman,Windmills of Your Mind,/lyric/10193274/Arthur+Lyman/Windmills+of+Your+Mind
Arthur Lyman,Goin' out of My Head,/lyric/13944364/Arthur+Lyman/Goin%27+out+of+My+Head
Arthur Lyman Group,Yellow Bird,/lyric/1387321/Arthur+Lyman+Group/Yellow+Bird
Arthur Migliazza,Mess Around,/lyric/10730046/Arthur+Migliazza/Mess+Around
Arthur Murray,Deep Purple,/lyric/1910256/Arthur+Murray/Deep+Purple
Arthur Murray Orchestra,Deep Purple,/lyric/1100312/Arthur+Murray+Orchestra/Deep+Purple
Arthur Murray Orchestra,"Hi-Lili, Hi-Lo",/lyric/2615469/Arthur+Murray+Orchestra/Hi-Lili%2C+Hi-Lo
Arthur Murray Orchestra,It Might as Well Be Spring,/lyric/2615454/Arthur+Murray+Orchestra/It+Might+as+Well+Be+Spring
Arthur Murray Orchestra,It's Only a Paper Moon,/lyric/2615467/Arthur+Murray+Orchestra/It%27s+Only+a+Paper+Moon
Arthur Murray Orchestra,The Song from Moulin Rouge (Where Is Your Heart?),/lyric/2615465/Arthur+Murray+Orchestra/The+Song+from+Moulin+Rouge+%28Where+Is+Your+Heart%3F%29
Arthur Murray Orchestra,St. Louis Blues,/lyric/2615464/Arthur+Murray+Orchestra/St.+Louis+Blues
Arthur Murray Orchestra,There's a Small Hotel,/lyric/2615457/Arthur+Murray+Orchestra/There%27s+a+Small+Hotel
